phase,n,share_unknown,brier_bucket,brier_dept,brier_course,brier_site,brier_cox
before,4370,0.0,0.3994979647523334,0.3708084402810137,0.3301188973985615,0.2911712814645309,0.48457173082358607
between,906,0.0,0.37828675449301796,0.40483137804260433,0.4266525926650754,0.4063034216335541,0.2841739494106238
phase1,66054,0.0,0.2730900006557265,0.26438169844047116,0.25040845674051787,0.25767775759227307,0.27967003353911324
