phase,n,share_unknown,brier_bucket,brier_dept,brier_course,brier_site,brier_cox
instruction,34928,0.0,0.318168693962452,0.3384026978292413,0.34566750262037926,0.28509888055428306,0.6774702683647905
phase2,28815,0.0,0.2581941727548249,0.2720962694731814,0.27547677596239634,0.2700971820232518,0.4632805004334247
